concept id	name	element file id.obj
FMA32541	left levator scapulae	FJ1532M.obj
FMA13376	left pectoralis minor	FJ1456M.obj
FMA13411	left subclavius	FJ1460M.obj
newnode3203073	clavicular part of left pectoralis major	FJ1447M.obj
FMA45875	abdominal part of left pectoralis major	FJ1446M.obj
FMA79980	sternocostal part of left pectoralis major	FJ1464M.obj
FMA13399	left serratus anterior	FJ1459M.obj
FMA34683	acromial part of left deltoid	FJ1467M.obj
FMA34685	spinal part of left deltoid	FJ1513M.obj
FMA34681	clavicular part of left deltoid	FJ1468M.obj
FMA13396	left scapula	FJ3279.obj
FMA13323	left clavicle	FJ3237.obj
FMA23468	left ulna	FJ3286.obj
FMA23465	left radius	FJ3277.obj
FMA23708	interosseous membrane of left forearm	FJ1476M.obj
FMA58576	investing fascia of left forearm	FJ1471M.obj
newnode3266417	left pronator quadratus	FJ1503M.obj
newnode2980769	left flexor digitorum profundus	FJ1497M.obj
newnode7105127	left flexor pollicis longus	FJ1498M.obj
newnode1289461	left palmaris longus	FJ1502M.obj
newnode9096831	ulnar head of left flexor carpi ulnaris	FJ1518M.obj
newnode1008452	humeral head of left flexor carpi ulnaris	FJ1473M.obj
newnode4682051	left flexor digitorum superficialis	FJ1499M.obj
newnode4682051	left flexor digitorum superficialis	FJ1475M.obj
newnode8548135	left flexor carpi radialis	FJ1496M.obj
newnode3560938	humeral head of left pronator teres	FJ1474M.obj
newnode7457069	ulnar head of left pronator teres	FJ1516M.obj
newnode3903863	left extensor digitorum	FJ1492M.obj
newnode6353681	left brachioradialis	FJ1487M.obj
newnode5486489	left extensor digiti minimi	FJ1491M.obj
newnode6269630	left extensor carpi radialis brevis	FJ1489M.obj
newnode4086563	left extensor carpi radialis longus	FJ1490M.obj
newnode9730395	left extensor carpi ulnaris	FJ1517M.obj
newnode9730395	left extensor carpi ulnaris	FJ1472M.obj
newnode9923771	left supinator	FJ1505M.obj
newnode1512916	left extensor indicis	FJ1493M.obj
newnode771004	left extensor pollicis brevis	FJ1494M.obj
newnode8350853	left abductor pollicis longus	FJ1484M.obj
newnode3877493	left extensor pollicis longus	FJ1495M.obj
FMA24438	left lunate	FJ3268.obj
FMA24442	left pisiform	FJ3276.obj
FMA24436	left scaphoid	FJ3278.obj
FMA24440	left triquetral	FJ3285.obj
FMA24447	left capitate	FJ3257.obj
FMA24444	left trapezium	FJ3283.obj
FMA24445	left trapezoid	FJ3284.obj
FMA24449	left hamate	FJ3261.obj
FMA40121	flexor retinaculum of left wrist	FJ1471M.obj
FMA24896	left arm	FJ2225.obj
FMA23131	left humerus	FJ3262.obj
newnode7654942	left brachialis	FJ1486M.obj
newnode2492382	left coracobrachialis	FJ1488M.obj
newnode2126068	long head of left biceps brachii	FJ1478M.obj
newnode4784957	short head of left biceps brachii	FJ1512M.obj
newnode4770217	medial head of left triceps brachii	FJ1480M.obj
newnode7444196	lateral head of left triceps brachii	FJ1477M.obj
newnode1735306	left anconeus	FJ1485M.obj
newnode5625113	long head of left triceps brachii	FJ1479M.obj
FMA24467	left second metacarpal bone	FJ3243.obj
FMA24473	left fifth metacarpal bone	FJ3252.obj
FMA24465	left first metacarpal bone	FJ3240.obj
FMA24469	left third metacarpal bone	FJ3246.obj
FMA24471	left fourth metacarpal bone	FJ3249.obj
FMA23957	distal phalanx of left ring finger	FJ3187.obj
FMA23942	middle phalanx of left ring finger	FJ3291.obj
FMA71916	proximal phalanx of left ring finger	FJ3317.obj
FMA65470	proximal phalanx of left thumb	FJ3318.obj
FMA23951	distal phalanx of left thumb	FJ3188.obj
FMA71915	proximal phalanx of left index finger	FJ3313.obj
FMA23953	distal phalanx of left index finger	FJ3183.obj
FMA23938	middle phalanx of left index finger	FJ3296.obj
FMA66791	proximal phalanx of left little finger	FJ3314.obj
FMA23959	distal phalanx of left little finger	FJ3184.obj
FMA23944	middle phalanx of left little finger	FJ3297.obj
FMA23940	middle phalanx of left middle finger	FJ3299.obj
FMA71908	proximal phalanx of left middle finger	FJ3316.obj
FMA23955	distal phalanx of left middle finger	FJ3186.obj
FMA42405	dorsal interossei of left hand	FJ1509M.obj
newnode1819419	left abductor pollicis brevis	FJ1483M.obj
newnode7122695	left opponens pollicis	FJ1501M.obj
newnode8528476	left flexor pollicis brevis	FJ1469M.obj
newnode7985454	superficial head of left flexor pollicis brevis	FJ1514M.obj
newnode1408496	transverse head of left adductor pollicis	FJ1515M.obj
newnode6382845	oblique head of left adductor pollicis	FJ1481M.obj
newnode4730409	opponens digiti minimi of left hand	FJ1482M.obj
newnode1509039	flexor digiti minimi brevis of left hand	FJ1470M.obj
newnode3853495	abductor digiti minimi of left hand	FJ1466M.obj
FMA42399	lumbricals of left hand	FJ1510M.obj
FMA42403	palmar interossei of left hand	FJ1511M.obj
newnode8864258	right iliotibial tract	FJ1423.obj
FMA22322	right iliacus	FJ1422.obj
newnode6675301	right gluteus maximus	FJ1418.obj
newnode6606055	right gluteus medius	FJ1419.obj
newnode8999753	right quadratus femoris	FJ1432.obj
newnode9168543	right gemellus inferior	FJ1416.obj
newnode1497328	right gemellus superior	FJ1417.obj
newnode6354895	right obturator externus	FJ1425.obj
newnode6251335	right tensor fasciae latae	FJ1438.obj
newnode9848943	right piriformis	FJ1428.obj
newnode9224948	right obturator internus	FJ1426.obj
newnode4662542	right gluteus minimus	FJ1420.obj
FMA24965	right hip	FJ3152.obj
FMA24474	right femur	FJ3365.obj
FMA58776	right iliotibial tract	FJ1423.obj
newnode7445385	right sartorius	FJ1434.obj
newnode5721627	right vastus medialis	FJ1443.obj
newnode4248691	right vastus lateralis	FJ1442.obj
newnode987339	right rectus femoris	FJ1433.obj
newnode9985316	right vastus intermedius	FJ1441.obj
newnode1869671	right pectineus	FJ1427.obj
newnode4526456	right gracilis	FJ1421.obj
newnode6891833	right adductor magnus	FJ1403.obj
newnode5674829	right adductor brevis	FJ1401.obj
newnode5778487	right adductor minimus	FJ1404.obj
newnode8204162	right adductor longus	FJ1402.obj
newnode6501786	right semitendinosus	FJ1436.obj
newnode5139632	right semimembranosus	FJ1435.obj
newnode125100	long head of right biceps femoris	FJ1395.obj
newnode1419847	short head of right biceps femoris	FJ1444.obj
newnode3797503	medial head of right flexor hallucis brevis	FJ1396.obj
newnode5461512	lateral head of right flexor hallucis brevis	FJ1393.obj
newnode599719	right flexor accessorius	FJ1412.obj
newnode6996157	transverse head of right adductor hallucis	FJ1445.obj
newnode3673708	oblique head of right adductor hallucis	FJ1398.obj
newnode3514749	abductor digiti minimi of right foot	FJ1390.obj
newnode7399483	opponens digiti minimi of right foot	FJ1399.obj
newnode5254615	fourth lumbrical of right foot	FJ1389.obj
newnode3875620	third lumbrical of right foot	FJ1387.obj
newnode5515871	first lumbrical of right foot	FJ1383.obj
newnode9089865	second lumbrical of right foot	FJ1385.obj
newnode1107469	flexor digiti minimi brevis of right foot	FJ1391.obj
newnode9101570	second plantar interosseous of right foot	FJ1386.obj
newnode2146155	third plantar interosseous of right foot	FJ1388.obj
newnode3670981	first plantar interosseous of right foot	FJ1384.obj
newnode6412721	right flexor digitorum brevis	FJ1413.obj
newnode1517715	right abductor hallucis	FJ1400.obj
newnode8085122	right extensor hallucis brevis	FJ1407.obj
newnode7427604	right long plantar ligament	FJ1424.obj
FMA24497	right calcaneus	FJ3360.obj
FMA24523	right intermediate cuneiform bone	FJ3370.obj
FMA24528	right cuboid bone	FJ3364.obj
FMA45097	sesamoid bone of right foot	FJ3372.obj
FMA45097	sesamoid bone of right foot	FJ3376.obj
FMA24521	right medial cuneiform bone	FJ3377.obj
FMA43253	proximal phalanx of right big toe	FJ3310.obj
FMA32650	distal phalanx of right big toe	FJ3192.obj
FMA24482	right talus	FJ3385.obj
FMA24525	right lateral cuneiform bone	FJ3373.obj
FMA24500	navicular bone of right foot	FJ3308.obj
FMA230986	middle phalanx of right little toe	FJ3305.obj
FMA32640	proximal phalanx of right little toe	FJ3324.obj
FMA32658	distal phalanx of right little toe	FJ3195.obj
FMA24515	right fifth metatarsal bone	FJ3359.obj
FMA24507	right first metatarsal bone	FJ3351.obj
FMA24511	right third metatarsal bone	FJ3355.obj
FMA24513	right fourth metatarsal bone	FJ3357.obj
FMA24509	right second metatarsal bone	FJ3353.obj
FMA32636	proximal phalanx of right third toe	FJ3320.obj
FMA32654	distal phalanx of right third toe	FJ3190.obj
FMA32644	middle phalanx of right third toe	FJ3301.obj
FMA32634	proximal phalanx of right second toe	FJ3319.obj
FMA32652	distal phalanx of right second toe	FJ3189.obj
FMA32642	middle phalanx of right second toe	FJ3300.obj
FMA32656	distal phalanx of right fourth toe	FJ3191.obj
FMA32646	middle phalanx of right fourth toe	FJ3302.obj
FMA32638	proximal phalanx of right fourth toe	FJ3321.obj
FMA24486	right patella	FJ3381.obj
newnode9129365	right calcaneal tendon	FJ1405.obj
FMA24477	right tibia	FJ3387.obj
FMA24480	right fibula	FJ3366.obj
FMA35192	interosseous membrane of right leg	FJ1392.obj
newnode1133711	right extensor digitorum longus	FJ1406.obj
newnode2157861	right tibialis anterior	FJ1439.obj
newnode7745555	right extensor hallucis longus	FJ1408.obj
newnode6859307	right fibularis tertius	FJ1411.obj
newnode9623930	right tibialis posterior	FJ1440.obj
newnode2271875	right popliteus	FJ1430.obj
newnode6233976	right flexor digitorum longus	FJ1414.obj
newnode5581157	right flexor hallucis longus	FJ1415.obj
newnode8982644	right soleus	FJ1437.obj
newnode7972373	lateral head of right gastrocnemius	FJ1394.obj
newnode6391760	medial head of right gastrocnemius	FJ1397.obj
newnode1375892	right plantaris	FJ1429.obj
newnode9066558	right fibularis longus	FJ1410.obj
newnode7673566	right fibularis brevis	FJ1409.obj
FMA53655	right palatine bone	FJ3379.obj
FMA52893	left zygomatic bone	FJ3287.obj
FMA53645	right lacrimal bone	FJ3371.obj
FMA53650	left maxilla	FJ3269.obj
FMA52892	right zygomatic bone	FJ3392.obj
FMA59505	right major alar cartilage	FJ2554.obj
FMA59513	left lateral nasal cartilage	FJ2556.obj
FMA59506	left major alar cartilage	FJ2555.obj
FMA59503	septal nasal cartilage	FJ2557.obj
FMA59512	right lateral nasal cartilage	FJ2558.obj
FMA59517	dorsum of nose	FJ2556.obj
FMA59517	dorsum of nose	FJ2558.obj
FMA59516	root of nose	FJ3272.obj
FMA59516	root of nose	FJ3378.obj
FMA9710	vomer	FJ3395.obj
FMA54737	right inferior nasal concha	FJ3369.obj
FMA54738	left inferior nasal concha	FJ3263.obj
FMA53646	left lacrimal bone	FJ3265.obj
FMA53656	left palatine bone	FJ3273.obj
FMA52748	mandible	FJ3289.obj
FMA53649	right maxilla	FJ3375.obj
FMA52735	occipital bone	FJ3309.obj
FMA52734	frontal bone	FJ3200.obj
FMA52736	sphenoid bone	FJ3394.obj
FMA52739	left temporal bone	FJ3281.obj
FMA52801	basicranium	FJ3199.obj
FMA52738	right temporal bone	FJ3386.obj
FMA52740	ethmoid	FJ3199.obj
FMA52789	left parietal bone	FJ3274.obj
FMA52788	right parietal bone	FJ3380.obj
newnode7601596	left vocal ligament	FJ2787.obj
newnode4111486	right vocal ligament	FJ2805.obj
newnode3746617	right lateral thyrohyoid ligament	FJ2797.obj
FMA55138	median thyrohyoid ligament	FJ2790.obj
newnode9109894	left lateral thyrohyoid ligament	FJ2779.obj
FMA55227	hyo-epiglottic ligament	FJ2771.obj
FMA55230	thyro-epiglottic ligament	FJ2807.obj
FMA55251	right conus elasticus	FJ2794.obj
FMA55252	left conus elasticus	FJ2777.obj
FMA55237	median cricothyroid ligament	FJ2789.obj
newnode6363726	left stylohyoid ligament	FJ2763.obj
newnode325235	right stylohyoid ligament	FJ2764.obj
FMA13409	left sternocleidomastoid	FJ1573.obj
FMA13408	right sternocleidomastoid	FJ1595.obj
FMA45740	left platysma	FJ1558.obj
FMA45739	right platysma	FJ1587.obj
FMA46590	left thyro-arytenoid	FJ2784.obj
FMA46590	left thyro-arytenoid	FJ2785.obj
FMA46589	right thyro-arytenoid	FJ2803.obj
FMA46589	right thyro-arytenoid	FJ2802.obj
FMA46581	left lateral crico-arytenoid	FJ2778.obj
FMA46580	right lateral crico-arytenoid	FJ2796.obj
FMA46578	left posterior crico-arytenoid	FJ2782.obj
FMA46577	right posterior crico-arytenoid	FJ2800.obj
FMA46582	transverse arytenoid	FJ2809.obj
newnode7692163	left aryepiglotticus	FJ2774.obj
newnode6383434	right aryepiglotticus	FJ2791.obj
FMA46585	left oblique arytenoid	FJ2780.obj
FMA46584	right oblique arytenoid	FJ2798.obj
FMA46592	right vocalis	FJ2806.obj
FMA46593	left vocalis	FJ2788.obj
FMA46614	oblique part of left cricothyroid	FJ2781.obj
FMA46613	oblique part of right cricothyroid	FJ2799.obj
FMA46612	straight part of left cricothyroid	FJ2783.obj
FMA46611	straight part of right cricothyroid	FJ2801.obj
FMA45827	left stylohyoid	FJ1576.obj
FMA45826	right stylohyoid	FJ1598.obj
FMA46326	right geniohyoid	FJ1580.obj
FMA46327	left geniohyoid	FJ1559.obj
FMA46293	left digastric	FJ1578.obj
FMA46293	left digastric	FJ1555.obj
newnode1765638	left intermediate tendon	FJ1560.obj
FMA46292	right digastric	FJ1556.obj
FMA46292	right digastric	FJ1579.obj
FMA258850	right intermediate tendon	FJ1581.obj
FMA46321	right mylohyoid	FJ1583.obj
FMA46322	left mylohyoid	FJ1562.obj
FMA55133	right thyrohyoid membrane	FJ2804.obj
FMA55134	left thyrohyoid membrane	FJ2786.obj
FMA13352	right thyrohyoid	FJ1599.obj
FMA13353	left thyrohyoid	FJ1577.obj
FMA13346	right sternohyoid	FJ1596.obj
FMA13347	left sternohyoid	FJ1574.obj
FMA13348	right omohyoid	FJ1586.obj
FMA13349	left omohyoid	FJ1565.obj
FMA13351	left sternothyroid	FJ1575.obj
FMA13350	right sternothyroid	FJ1597.obj
FMA52749	hyoid bone	FJ2772.obj
FMA52749	hyoid bone	FJ3201.obj
FMA46667	right stylopharyngeus	FJ2758.obj
FMA46668	left stylopharyngeus	FJ2746.obj
FMA46636	left inferior pharyngeal constrictor	FJ2740.obj
FMA46635	right inferior pharyngeal constrictor	FJ2752.obj
FMA46634	left middle pharyngeal constrictor	FJ2754.obj
FMA46633	right middle pharyngeal constrictor	FJ2742.obj
FMA55077	pharyngeal raphe	FJ2749.obj
FMA46632	left superior pharyngeal constrictor	FJ2747.obj
FMA55619	right pterygomandibular raphe	FJ2756.obj
FMA55620	left pterygomandibular raphe	FJ2744.obj
FMA46631	right superior pharyngeal constrictor	FJ2759.obj
FMA46671	right palatopharyngeus	FJ2755.obj
FMA46672	left palatopharyngeus	FJ2743.obj
FMA46670	left salpingopharyngeus	FJ2745.obj
FMA46669	right salpingopharyngeus	FJ2757.obj
FMA46309	right longus capitis	FJ1582.obj
FMA46310	left longus capitis	FJ1561.obj
FMA71442	anterior cervical intertransversarii	FJ1549.obj
FMA71442	anterior cervical intertransversarii	FJ1549M.obj
FMA46318	left rectus capitis lateralis	FJ1569.obj
FMA46317	right rectus capitis lateralis	FJ1591.obj
FMA13391	left scalenus medius	FJ1571.obj
FMA13390	right scalenus medius	FJ1593.obj
FMA13392	right scalenus anterior	FJ1592.obj
FMA13393	left scalenus anterior	FJ1570.obj
FMA13389	left scalenus posterior	FJ1572.obj
FMA13388	right scalenus posterior	FJ1594.obj
FMA46314	left rectus capitis anterior	FJ1566.obj
FMA46313	right rectus capitis anterior	FJ1588.obj
FMA71443	posterior cervical intertransversarii	FJ1553M.obj
FMA71443	posterior cervical intertransversarii	FJ1553.obj
newnode9617012	right splenius cervicis	FJ1546.obj
newnode9617013	left splenius cervicis	FJ1546M.obj
newnode9617011	left splenius capitis	FJ1545M.obj
newnode9617010	right splenius capitis	FJ1545.obj
FMA55113	right arytenoid cartilage	FJ2792.obj
FMA55114	left arytenoid cartilage	FJ2775.obj
FMA55116	left corniculate cartilage	FJ2776.obj
FMA55115	right corniculate cartilage	FJ2793.obj
FMA9615	cricoid cartilage	FJ2769.obj
FMA9615	cricoid cartilage	FJ2440.obj
FMA55117	right cuneiform cartilage	FJ2795.obj
FMA55118	left cuneiform cartilage	FJ2773.obj
FMA55099	thyroid cartilage	FJ2808.obj
FMA13896	intervertebral disk of third cervical vertebra	FJ3213.obj
FMA13900	intervertebral disk of seventh cervical vertebra	FJ3221.obj
FMA13897	intervertebral disk of fourth cervical vertebra	FJ3218.obj
FMA25058	intervertebral disk of axis	FJ3202.obj
FMA13899	intervertebral disk of sixth cervical vertebra	FJ3220.obj
FMA13898	intervertebral disk of fifth cervical vertebra	FJ3219.obj
FMA12525	seventh cervical vertebra	FJ3172.obj
FMA12522	fourth cervical vertebra	FJ3164.obj
FMA12520	axis	FJ3177.obj
FMA12524	sixth cervical vertebra	FJ3170.obj
FMA12523	fifth cervical vertebra	FJ3167.obj
FMA12521	third cervical vertebra	FJ3161.obj
FMA12519	atlas	FJ3176.obj
FMA46703	right hyoglossus	FJ2751.obj
FMA46704	left hyoglossus	FJ2739.obj
FMA46702	left genioglossus	FJ2738.obj
FMA46698	right genioglossus	FJ2750.obj
FMA46729	left levator veli palatini	FJ2741.obj
FMA46728	right levator veli palatini	FJ2753.obj
FMA46733	uvular muscle	FJ2762.obj
FMA46731	right tensor veli palatini	FJ2760.obj
FMA46732	left tensor veli palatini	FJ2748.obj
FMA49047	left inferior rectus	FJ1295.obj
FMA49046	right inferior rectus	FJ1346.obj
FMA49051	left inferior oblique	FJ1294.obj
FMA49050	right inferior oblique	FJ1345.obj
FMA49045	left superior rectus	FJ1323.obj
FMA49044	right superior rectus	FJ1374.obj
FMA49049	left levator palpebrae superioris	FJ1306.obj
FMA49048	right levator palpebrae superioris	FJ1357.obj
FMA49052	right superior oblique	FJ1373.obj
FMA49053	left superior oblique	FJ1322.obj
FMA49055	left lateral rectus	FJ1304.obj
FMA49054	right lateral rectus	FJ1355.obj
FMA49056	right medial rectus	FJ1359.obj
FMA49057	left medial rectus	FJ1308.obj
FMA24481	left fibula	FJ3260.obj
FMA24478	left tibia	FJ3282.obj
newnode7617200	left calcaneal tendon	FJ1405M.obj
FMA35193	interosseous membrane of left leg	FJ1392M.obj
newnode5525307	left extensor digitorum longus	FJ1406M.obj
newnode6850518	left fibularis tertius	FJ1411M.obj
newnode409652	left tibialis anterior	FJ1439M.obj
newnode7377162	left extensor hallucis longus	FJ1408M.obj
newnode5123935	left fibularis brevis	FJ1409M.obj
newnode8329116	left fibularis longus	FJ1410M.obj
newnode3750813	left tibialis posterior	FJ1440M.obj
newnode9895321	left flexor hallucis longus	FJ1415M.obj
newnode7601519	left flexor digitorum longus	FJ1414M.obj
newnode9316343	left popliteus	FJ1430M.obj
newnode4840238	left soleus	FJ1437M.obj
newnode5952599	left plantaris	FJ1429M.obj
newnode4759616	lateral head of left gastrocnemius	FJ1394M.obj
newnode1998715	medial head of left gastrocnemius	FJ1397M.obj
FMA24487	left patella	FJ3275.obj
newnode3799166	left long plantar ligament	FJ1424M.obj
newnode4368327	left extensor hallucis brevis	FJ1407M.obj
newnode1865004	left flexor digitorum brevis	FJ1413M.obj
newnode430234	opponens digiti minimi of left foot	FJ1399M.obj
newnode8386402	left flexor accessorius	FJ1412M.obj
newnode8187225	flexor digiti minimi brevis of left foot	FJ1391M.obj
newnode6669199	left abductor hallucis	FJ1400M.obj
newnode9963244	first lumbrical of left foot	FJ1383M.obj
newnode8906244	third lumbrical of left foot	FJ1387M.obj
newnode4561438	fourth lumbrical of left foot	FJ1389M.obj
newnode4294849	second lumbrical of left foot	FJ1385M.obj
newnode1865587	abductor digiti minimi of left foot	FJ1390M.obj
newnode5863823	lateral head of left flexor hallucis brevis	FJ1393M.obj
newnode8935418	medial head of left flexor hallucis brevis	FJ1396M.obj
newnode4239054	second plantar interosseous of left foot	FJ1386M.obj
newnode4002011	third plantar interosseous of left foot	FJ1388M.obj
newnode1812048	first plantar interosseous of left foot	FJ1384M.obj
newnode4252471	oblique head of left adductor hallucis	FJ1398M.obj
newnode671856	transverse head of left adductor hallucis	FJ1445M.obj
FMA45098	sesamoid bone of left foot	FJ3270.obj
FMA45098	sesamoid bone of left foot	FJ3266.obj
FMA24526	left lateral cuneiform bone	FJ3267.obj
FMA24483	left talus	FJ3280.obj
FMA24522	left medial cuneiform bone	FJ3271.obj
FMA24529	left cuboid bone	FJ3258.obj
FMA24498	left calcaneus	FJ3256.obj
FMA32641	proximal phalanx of left little toe	FJ3315.obj
FMA32659	distal phalanx of left little toe	FJ3185.obj
FMA230988	middle phalanx of left little toe	FJ3298.obj
FMA32639	proximal phalanx of left fourth toe	FJ3312.obj
FMA32657	distal phalanx of left fourth toe	FJ3181.obj
FMA32647	middle phalanx of left fourth toe	FJ3295.obj
FMA32645	middle phalanx of left third toe	FJ3294.obj
FMA32637	proximal phalanx of left third toe	FJ3311.obj
FMA32655	distal phalanx of left third toe	FJ3180.obj
FMA32651	distal phalanx of left big toe	FJ3182.obj
FMA43254	proximal phalanx of left big toe	FJ3329.obj
FMA24508	left first metatarsal bone	FJ3241.obj
FMA24510	left second metatarsal bone	FJ3244.obj
FMA24512	left third metatarsal bone	FJ3247.obj
FMA24516	left fifth metatarsal bone	FJ3253.obj
FMA24514	left fourth metatarsal bone	FJ3250.obj
FMA24501	navicular bone of left foot	FJ3307.obj
FMA24524	left intermediate cuneiform bone	FJ3264.obj
FMA32653	distal phalanx of left second toe	FJ3179.obj
FMA32635	proximal phalanx of left second toe	FJ3328.obj
FMA32643	middle phalanx of left second toe	FJ3293.obj
FMA58777	left iliotibial tract	FJ1423M.obj
FMA24475	left femur	FJ3259.obj
newnode4329526	left vastus intermedius	FJ1441M.obj
newnode7262930	left vastus medialis	FJ1443M.obj
newnode977982	left rectus femoris	FJ1433M.obj
newnode7827932	left vastus lateralis	FJ1442M.obj
newnode3071162	left sartorius	FJ1434M.obj
newnode306246	left pectineus	FJ1427M.obj
newnode7516961	left adductor minimus	FJ1404M.obj
newnode5510719	left gracilis	FJ1421M.obj
newnode8559380	left adductor magnus	FJ1403M.obj
newnode2175220	left adductor brevis	FJ1401M.obj
newnode8587228	left adductor longus	FJ1402M.obj
newnode6153903	left semimembranosus	FJ1435M.obj
newnode3258413	left semitendinosus	FJ1436M.obj
newnode3457426	short head of left biceps femoris	FJ1444M.obj
newnode427161	long head of left biceps femoris	FJ1395M.obj
FMA24966	left hip	FJ3288.obj
newnode7543484	left obturator internus	FJ1426M.obj
newnode5510013	left gluteus medius	FJ1419M.obj
newnode9933366	left gemellus inferior	FJ1416M.obj
newnode6000691	left gemellus superior	FJ1417M.obj
newnode777693	left gluteus minimus	FJ1420M.obj
newnode1779075	left piriformis	FJ1428M.obj
newnode3228465	left obturator externus	FJ1425M.obj
newnode1394561	left tensor fasciae latae	FJ1438M.obj
newnode3454729	left gluteus maximus	FJ1418M.obj
newnode3787060	left quadratus femoris	FJ1432M.obj
FMA22323	left iliacus	FJ1422M.obj
FMA13322	right clavicle	FJ3362.obj
FMA13395	right scapula	FJ3384.obj
FMA32551	right teres major	FJ1507.obj
FMA13414	right subscapularis	FJ1504.obj
FMA32544	right supraspinatus	FJ1506.obj
FMA32553	right teres minor	FJ1508.obj
FMA32547	right infraspinatus muscle	FJ1500.obj
FMA32540	right levator scapulae	FJ1532.obj
FMA13383	right rhomboid minor	FJ1537.obj
FMA13381	right rhomboid major	FJ1536.obj
FMA34684	spinal part of right deltoid	FJ1513.obj
FMA34682	acromial part of right deltoid	FJ1467.obj
FMA34680	clavicular part of right deltoid	FJ1468.obj
FMA45874	abdominal part of right pectoralis major	FJ1446.obj
newnode8815022	clavicular part of right pectoralis major	FJ1447.obj
FMA79979	sternocostal part of right pectoralis major	FJ1464.obj
FMA13412	right subclavius	FJ1460.obj
FMA13398	right serratus anterior	FJ1459.obj
FMA13375	right pectoralis minor	FJ1456.obj
FMA24460	distal phalanx of right index finger	FJ3193.obj
FMA24451	proximal phalanx of right index finger	FJ3322.obj
FMA24455	middle phalanx of right index finger	FJ3303.obj
FMA24452	proximal phalanx of right middle finger	FJ3325.obj
FMA24461	distal phalanx of right middle finger	FJ3196.obj
FMA24456	middle phalanx of right middle finger	FJ3306.obj
FMA24454	proximal phalanx of right little finger	FJ3323.obj
FMA24463	distal phalanx of right little finger	FJ3194.obj
FMA24458	middle phalanx of right little finger	FJ3304.obj
FMA24472	right fifth metacarpal bone	FJ3358.obj
FMA24468	right third metacarpal bone	FJ3354.obj
FMA24466	right second metacarpal bone	FJ3352.obj
FMA24470	right fourth metacarpal bone	FJ3356.obj
FMA24464	right first metacarpal bone	FJ3350.obj
FMA24453	proximal phalanx of right ring finger	FJ3326.obj
FMA24462	distal phalanx of right ring finger	FJ3197.obj
FMA24457	middle phalanx of right ring finger	FJ3292.obj
FMA24459	distal phalanx of right thumb	FJ3198.obj
FMA24450	proximal phalanx of right thumb	FJ3327.obj
FMA42398	lumbricals of right hand	FJ1510.obj
FMA42402	palmar interossei of right hand	FJ1511.obj
FMA42404	dorsal interossei of right hand	FJ1509.obj
newnode2076683	oblique head of right adductor pollicis	FJ1481.obj
newnode8778172	transverse head of right adductor pollicis	FJ1515.obj
newnode4772343	opponens digiti minimi of right hand	FJ1482.obj
newnode9165156	flexor digiti minimi brevis of right hand	FJ1470.obj
newnode7460378	abductor digiti minimi of right hand	FJ1466.obj
newnode7211918	right abductor pollicis brevis	FJ1483.obj
newnode3265243	right flexor pollicis brevis	FJ1469.obj
newnode1922395	superficial head of right flexor pollicis brevis	FJ1514.obj
newnode3496397	right opponens pollicis	FJ1501.obj
FMA40120	flexor retinaculum of right wrist	FJ1471.obj
FMA24437	right lunate	FJ3374.obj
FMA24441	right pisiform	FJ3382.obj
FMA24435	right scaphoid	FJ3383.obj
FMA24439	right triquetral	FJ3390.obj
FMA24443	right trapezium	FJ3388.obj
FMA24446	right capitate	FJ3361.obj
FMA24448	right hamate	FJ3367.obj
FMA23725	right trapezoid	FJ3389.obj
newnode4620441	right flexor digitorum profundus	FJ1497.obj
newnode6797820	right pronator quadratus	FJ1503.obj
newnode4663781	right flexor pollicis longus	FJ1498.obj
newnode8194402	ulnar head of right pronator teres	FJ1516.obj
newnode3262330	humeral head of right pronator teres	FJ1474.obj
newnode9808149	right flexor digitorum superficialis	FJ1475.obj
newnode9808149	right flexor digitorum superficialis	FJ1499.obj
newnode8998182	humeral head of right flexor carpi ulnaris	FJ1473.obj
newnode6802863	ulnar head of right flexor carpi ulnaris	FJ1518.obj
newnode7945012	right palmaris longus	FJ1502.obj
newnode9052293	right flexor carpi radialis	FJ1496.obj
newnode9439251	right supinator	FJ1505.obj
newnode9075147	right abductor pollicis longus	FJ1484.obj
newnode5082541	right extensor indicis	FJ1493.obj
newnode5467428	right extensor pollicis brevis	FJ1494.obj
newnode2926601	right extensor pollicis longus	FJ1495.obj
newnode8183309	right extensor digitorum	FJ1492.obj
newnode9114382	right extensor digiti minimi	FJ1491.obj
newnode2242034	right extensor carpi radialis brevis	FJ1489.obj
newnode361774	right extensor carpi radialis longus	FJ1490.obj
newnode8432305	right brachioradialis	FJ1487.obj
newnode5538737	right extensor carpi ulnaris	FJ1517.obj
newnode5538737	right extensor carpi ulnaris	FJ1472.obj
FMA23464	right radius	FJ3349.obj
FMA23467	right ulna	FJ3391.obj
FMA23707	interosseous membrane of right forearm	FJ1476.obj
newnode7008129	medial head of right triceps brachii	FJ1480.obj
newnode8736860	long head of right triceps brachii	FJ1479.obj
newnode9897073	right anconeus	FJ1485.obj
newnode3274915	lateral head of right triceps brachii	FJ1477.obj
newnode2961673	long head of right biceps brachii	FJ1478.obj
newnode9055495	right brachialis	FJ1486.obj
newnode107792	right coracobrachialis	FJ1488.obj
newnode4683096	short head of right biceps brachii	FJ1512.obj
FMA23130	right humerus	FJ3368.obj
FMA71195	left lobe of thymus	FJ3150.obj
